,SESSION_YEAR,COURSE_TITLE,COURSE_DESCRIPTION,FACULTY,SUBJECT_CODE,COURSE_NUMBER,SECTION_NUMBER,SECTION_TYPE,CREDITS,PRE_REQUISITE_DESCRIPTIONS,CO_PRE_REQUISITE_DESCRIPTIONS,TERM,DAYSMET,START_TIME,END_TIME,CAMPUS,BUILDING,ROOM_NUMBER,INSTRUCTORS,TOTAL_SEATS_REMAINING,CURRENTLY_REGISTERED,GENERAL_SEATS_REMAINING,RESTRICTED_SEATS_REMAINING
150893,2018W,DSGN&ANL EXPERMT,"Theory and application of analysis of variance for standard experimental designs, including blocked, nested, factorial and split plot designs. Fixed and random effects, multiple comparisons, analysis of covariance. (Consult the Credit Exclusion list within the Faculty of Science section in the Calendar).",FACULTY OF SCIENCE                                ,STAT,404,L1D,LAB,3,STAT305 ,STAT306 ,1,W,2:00 PM,3:00 PM,UBC,ESB,1042,,3,33,3,0
150894,2018W,DSGN&ANL EXPERMT,"Theory and application of analysis of variance for standard experimental designs, including blocked, nested, factorial and split plot designs. Fixed and random effects, multiple comparisons, analysis of covariance. (Consult the Credit Exclusion list within the Faculty of Science section in the Calendar).",FACULTY OF SCIENCE                                ,STAT,404,WL1,W-L,3,STAT305 ,STAT306 ,1,,,,UBC,,,,50,0,50,0
150895,2018W,METHS STAT LEARN,"Flexible, data-adaptive methods for regression and classification models; regression smoothers; penalty methods; assessing accuracy of prediction; model selection; robustness; classification and regression trees; nearest-neighbour methods; neural networks; model averaging and ensembles; computational time and visualization for large data sets.",FACULTY OF SCIENCE                                ,STAT,406,101,LEC,3,"One of STAT 306, CPSC 340.",,1,TR,8:00 AM,9:30 AM,UBC,ESB,1012,"SALIBIAN-BARRERA, MATIAS",36,104,24,12
150896,2018W,METHS STAT LEARN,"Flexible, data-adaptive methods for regression and classification models; regression smoothers; penalty methods; assessing accuracy of prediction; model selection; robustness; classification and regression trees; nearest-neighbour methods; neural networks; model averaging and ensembles; computational time and visualization for large data sets.",FACULTY OF SCIENCE                                ,STAT,406,L1A,LAB,3,"One of STAT 306, CPSC 340.",,1,M,9:00 AM,10:00 AM,UBC,ESB,1042,,10,26,10,0
150897,2018W,METHS STAT LEARN,"Flexible, data-adaptive methods for regression and classification models; regression smoothers; penalty methods; assessing accuracy of prediction; model selection; robustness; classification and regression trees; nearest-neighbour methods; neural networks; model averaging and ensembles; computational time and visualization for large data sets.",FACULTY OF SCIENCE                                ,STAT,406,L1B,LAB,3,"One of STAT 306, CPSC 340.",,1,R,1:00 PM,2:00 PM,UBC,ESB,1042,,0,36,0,0
150898,2018W,METHS STAT LEARN,"Flexible, data-adaptive methods for regression and classification models; regression smoothers; penalty methods; assessing accuracy of prediction; model selection; robustness; classification and regression trees; nearest-neighbour methods; neural networks; model averaging and ensembles; computational time and visualization for large data sets.",FACULTY OF SCIENCE                                ,STAT,406,L1C,LAB,3,"One of STAT 306, CPSC 340.",,1,W,8:00 AM,9:00 AM,UBC,ESB,1042,,15,21,15,0
150899,2018W,METHS STAT LEARN,"Flexible, data-adaptive methods for regression and classification models; regression smoothers; penalty methods; assessing accuracy of prediction; model selection; robustness; classification and regression trees; nearest-neighbour methods; neural networks; model averaging and ensembles; computational time and visualization for large data sets.",FACULTY OF SCIENCE                                ,STAT,406,L1D,LAB,3,"One of STAT 306, CPSC 340.",,1,F,8:00 AM,9:00 AM,UBC,ESB,1046,,15,21,15,0
150900,2018W,METHS STAT LEARN,"Flexible, data-adaptive methods for regression and classification models; regression smoothers; penalty methods; assessing accuracy of prediction; model selection; robustness; classification and regression trees; nearest-neighbour methods; neural networks; model averaging and ensembles; computational time and visualization for large data sets.",FACULTY OF SCIENCE                                ,STAT,406,WL1,W-L,3,"One of STAT 306, CPSC 340.",,1,TR,,,UBC,,,,30,0,30,0
150908,2018W,SPECIAL TOPICS  ,Students should consult the Statistics Department for the particular topics offered in a given year.,FACULTY OF SCIENCE                                ,STAT,447B,101,LEC,3,STAT305 ,,1,TR,,,UBC,,,,60,0,40,20
150909,2018W,SPECIAL TOPICS  ,Students should consult the Statistics Department for the particular topics offered in a given year.,FACULTY OF SCIENCE                                ,STAT,447B,L1A,LAB,3,STAT305 ,,1,M,,,UBC,,,,25,0,25,0
150910,2018W,SPECIAL TOPICS  ,Students should consult the Statistics Department for the particular topics offered in a given year.,FACULTY OF SCIENCE                                ,STAT,447B,L1B,LAB,3,STAT305 ,,1,R,,,UBC,,,,25,0,25,0
150911,2018W,SPECIAL TOPICS  ,Students should consult the Statistics Department for the particular topics offered in a given year.,FACULTY OF SCIENCE                                ,STAT,447B,L1C,LAB,3,STAT305 ,,1,F,,,UBC,,,,20,0,20,0
150912,2018W,SPECIAL TOPICS  ,Students should consult the Statistics Department for the particular topics offered in a given year.,FACULTY OF SCIENCE                                ,STAT,447F,101,LEC,3,STAT305 ,,1,MWF,,,UBC,,,,1,0,0,1
150913,2018W,SPECIAL TOPICS,Students should consult the Statistics Department for the particular topics offered in a given year.,FACULTY OF SCIENCE                                ,STAT,447K,101,LEC,3,STAT305 ,,1,MWF,,,UBC,,,,50,0,50,0
150921,2018W,STAT INFRNCE I,"A detailed theoretical development. Statistical models, exponential families, sufficiency, completeness, and detailed properties of point estimation. Intended for Honours students.",FACULTY OF SCIENCE                                ,STAT,460,101,LEC,3,MATH 320.,,1,MWF,11:00 AM,12:00 PM,UBC,ESB,4192,"NOLDE, NATALIA",13,7,13,0
150923,2018W,COOP WK PLAC III,Work experience in an industrial research setting. Normally taken during Summer Session following fourth year. Restricted to students admitted to the Co-operative Education Program in Statistics.,FACULTY OF SCIENCE                                ,STAT,498,101,W/P,3,,,1,,,,UBC,,,,-1,1,-1,0
150925,2018W,COOP WK PLACE IV,Work experience in an industrial research setting. Normally taken during Term 1 of Winter Session of fifth year. Restricted to students admitted to the Co-operative Education Program in Statistics.,FACULTY OF SCIENCE                                ,STAT,499,101,W/P,3,,,1,,,,UBC,,,,8,2,8,0
150929,2018W,FND MULTIVAR ANL, ,FACULTY OF SCIENCE                                ,STAT,521B,101,LEC,1.5,,,1,TR,2:30 PM,4:00 PM,UBC,ESB,4192,"NOLDE, NATALIA",15,5,0,15
150938,2018W,GEN LINEAR MODLS, ,FACULTY OF SCIENCE                                ,STAT,538A,101,LEC,1.5,,,1,MW,9:30 AM,11:00 AM,UBC,ESB,4192,"BRANT, ROLLIN FREDERICK",8,13,-2,10
150943,2018W,DATA ANALYSIS, ,FACULTY OF SCIENCE                                ,STAT,545A,101,LEC,1.5,,,1,TR,9:30 AM,11:00 AM,UBC,ESB,2012,"COIA, VINCENZO",0,80,-7,7
150945,2018W,TOPICS IN STAT  ,Students should consult the Statistics Department for the particular advanced topics offered in a given year.,FACULTY OF SCIENCE                                ,STAT,547C,101,LEC,3,,,1,MW,3:00 PM,4:30 PM,UBC,ESB,4192,"BOUCHARD-COTE, ALEXANDRE",17,8,0,17
150947,2018W,TOPICS IN STAT,Students should consult the Statistics Department for the particular advanced topics offered in a given year.,FACULTY OF SCIENCE                                ,STAT,547L,101,LEC,3,,,1,TR,,,UBC,,,,10,0,0,10
150948,2018W,TOPICS IN STAT,Students should consult the Statistics Department for the particular advanced topics offered in a given year.,FACULTY OF SCIENCE                                ,STAT,547M,101,LEC,1.5,,,1,TR,9:30 AM,11:00 AM,UBC,ESB,2012,"COIA, VINCENZO",24,56,-2,26
150949,2018W,TOPICS IN STAT,Students should consult the Statistics Department for the particular advanced topics offered in a given year.,FACULTY OF SCIENCE                                ,STAT,547P,101,LEC,1.5,,,1,TR,2:30 PM,4:00 PM,UBC,ESB,4192,"CAMPBELL, TREVOR",3,17,-1,4
150951,2018W,DIRECTED STUDIES, ,FACULTY OF SCIENCE                                ,STAT,548A,101,DST,3,,,1,,,,UBC,,,,8,7,0,8
150954,2018W,THESIS FOR MSTRS, ,FACULTY OF SCIENCE                                ,STAT,549A,101,THS,6,,,1,,,,UBC,,,,25,0,0,25
150957,2018W,STAT CONSLT PRAC, ,FACULTY OF SCIENCE                                ,STAT,551,101,LEC,3,,,1,MW,1:30 PM,3:00 PM,UBC,ESB,4192,"JOE, HARRY SUE WAH",11,9,0,11
150959,2018W,STATIST THEORY I,Credit will not be given for both STAT 460 and STAT 560.,FACULTY OF SCIENCE                                ,STAT,560,101,LEC,3,,,1,MWF,11:00 AM,12:00 PM,UBC,ESB,4192,"NOLDE, NATALIA",9,11,-3,12
150962,2018W,MSC PROJECT     , ,FACULTY OF SCIENCE                                ,STAT,589,2,SEM,3,,,1,,,,UBC,,,,9,1,0,9
150963,2018W,COOP WK PLMNT II,Restricted to students admitted to the Co-operative M.Sc. Education Program in Statistics.,FACULTY OF SCIENCE                                ,STAT,599,101,W/P,3,STAT 598.,,1,,,,UBC,,,,0,5,0,0
150965,2018W,DOC DISSERTATION, ,FACULTY OF SCIENCE                                ,STAT,649,101,THS,0,,,1,,,,UBC,,,,11,4,0,11
150967,2018W,STS PROSEMINAR,,,STS,501,1,SEM,,,,1,M,2:00 PM,5:00 PM,UBC,BUCH,D315,"BRAIN, ROBERT",4,11,4,0
150972,2018W,MASTER'S THESIS,,,STS,599,2,THS,,,,1,,,,UBC,,,,19,1,19,0
150974,2018W,SURGICAL RSRCH  ,Lectures and seminars dealing with the selected application of surgical techniques in biological investigation.,FACULTY OF MEDICINE                               ,SURG,500,201,SEM,4,,,1,,,,UBC,,,,7,3,7,0
150984,2018W,SEM IN SURGERY  , ,FACULTY OF MEDICINE                               ,SURG,548A,1,SEM,2,,,1,,,,UBC,,,,15,0,15,0
150987,2018W,SEM IN SURGERY  , ,FACULTY OF MEDICINE                               ,SURG,548C,4,SEM,4,,,1,,,,UBC,,,"MUI, ALICE",25,0,25,0
150989,2018W,MASTERS THESIS  , ,FACULTY OF MEDICINE                               ,SURG,549C,2,THS,18,,,1,,,,UBC,,,,10,0,10,0
150994,2018W,ELEM SWEDISH 1, ,FACULTY OF ARTS                                   ,SWED,100,1,LEC,3,,,1,MWF,10:00 AM,11:00 AM,UBC,BUCH,D307,"KARLSTROM, LENA",4,26,4,0
150995,2018W,ELEM SWEDISH 1, ,FACULTY OF ARTS                                   ,SWED,100,2,LEC,3,,,1,MWF,12:00 PM,1:00 PM,UBC,BUCH,B304,"KARLSTROM, LENA",0,30,0,0
150997,2018W,INT SWEDISH 1, ,FACULTY OF ARTS                                   ,SWED,200,1,LEC,3,,,1,MWF,2:00 PM,3:00 PM,UBC,BUCH,D323,"KARLSTROM, LENA",15,11,15,0
151008,2018W,TEST COURSE,This is only a test.,REGI                                              ,TEST,500,MC2,SEM,3,,,1,,,,UBC,,,,0,0,0,0
151011,2018W,TEST COURSE,This is only a test.,REGI                                              ,TEST,500,MW3,SEM,3,,,1,MWF,,,UBC,,,,0,0,0,0
151014,2018W,TEST COURSE,This is only a test.,REGI                                              ,TEST,500E,MC1,LEC,3,,,1,M,8:00 AM,8:30 AM,UBC,,,,0,0,0,0
151016,2018W,TEST COURSE,This is only a test.,REGI                                              ,TEST,500E,MWC,DST,3,,,1,M,,,UBC,,,,0,0,0,0
151020,2018W,INTRO TO THEATRE,Theory and practice of the theatrical arts. Attendance at plays is required.,FACULTY OF ARTS                                   ,THTR,120,1,L-D,3,,,1,MW,10:00 AM,11:00 AM,UBC,FRWO,102,"HENDERSON, JULIA",42,38,42,0
151022,2018W,INTRO TO THEATRE,Theory and practice of the theatrical arts. Attendance at plays is required.,FACULTY OF ARTS                                   ,THTR,120,D11,DIS,3,,,1,F,10:00 AM,11:00 AM,UBC,FRWO,112,"HENDERSON, JULIA",18,22,18,0
151023,2018W,INTRO TO THEATRE,Theory and practice of the theatrical arts. Attendance at plays is required.,FACULTY OF ARTS                                   ,THTR,120,D12,DIS,3,,,1,F,10:00 AM,11:00 AM,UBC,IBLC,185,"HENDERSON, JULIA",24,16,24,0
151024,2018W,INTRO TO THEATRE,Theory and practice of the theatrical arts. Attendance at plays is required.,FACULTY OF ARTS                                   ,THTR,120,D13,DIS,3,,,1,F,,,UBC,,,,0,0,0,0
151028,2018W,INTRO TO THEATRE,Theory and practice of the theatrical arts. Attendance at plays is required.,FACULTY OF ARTS                                   ,THTR,120,WL1,W-L,3,,,1,MWF,10:00 AM,11:00 AM,UBC,,,,15,0,15,0
151030,2018W,INTRO TO ACTING, ,FACULTY OF ARTS                                   ,THTR,130,1,STD,3,,,1,MW,10:00 AM,12:00 PM,UBC,DSOM,101,"MURPHY, GAYLE",5,40,4,1
151033,2018W,INTRO TO ACTING, ,FACULTY OF ARTS                                   ,THTR,130,WL1,W-L,3,,,1,MW,10:00 AM,12:00 PM,UBC,,,"MURPHY, GAYLE",15,0,15,0
151035,2018W,INTRO TO ACTING, ,FACULTY OF ARTS                                   ,THTR,130,WL3,W-L,3,,,1,MW,10:00 AM,12:00 PM,UBC,,,,15,0,0,15
151039,2018W,INTRO TECH PROD,Foundation study of production technologies for the performing arts.,FACULTY OF ARTS                                   ,THTR,150A,1,L-L,3,,,1,TR,9:30 AM,11:00 AM,UBC,FRWO,102,"GUTTERIDGE, CORIN",19,61,19,0
151040,2018W,INTRO TECH PROD,Foundation study of production technologies for the performing arts.,FACULTY OF ARTS                                   ,THTR,150A,WL1,W-L,3,,,1,TR,9:30 AM,11:00 AM,UBC,,,,15,0,15,0
151044,2018W,GRAPHICS: T&F D, ,FACULTY OF ARTS                                   ,THTR,205A,1,STD,3,,,1,W,9:00 AM,10:30 AM,UBC,FRWO,112,"GARDINER, ROBERT",6,34,6,0
151045,2018W,GRAPHICS: T&F D, ,FACULTY OF ARTS                                   ,THTR,205A,WL1,W-L,3,,,1,W,9:00 AM,10:30 AM,UBC,,,"GARDINER, ROBERT",10,0,10,0
151048,2018W,DRAMA IDEAS I,"The Anatomy of Drama: Its history, aesthetic principles, performative potential.",FACULTY OF ARTS                                   ,THTR,210,1,LEC,3,,,1,MW,1:00 PM,2:00 PM,UBC,CHAN,290,"BLAIR, KELSEY",17,103,16,1
151049,2018W,DRAMA IDEAS I,"The Anatomy of Drama: Its history, aesthetic principles, performative potential.",FACULTY OF ARTS                                   ,THTR,210,D11,DIS,3,,,1,F,1:00 PM,2:00 PM,UBC,FRWO,112,"BLAIR, KELSEY",6,34,6,0
151050,2018W,DRAMA IDEAS I,"The Anatomy of Drama: Its history, aesthetic principles, performative potential.",FACULTY OF ARTS                                   ,THTR,210,D12,DIS,3,,,1,F,1:00 PM,2:00 PM,UBC,UCLL,107,"BLAIR, KELSEY",4,36,4,0
151051,2018W,DRAMA IDEAS I,"The Anatomy of Drama: Its history, aesthetic principles, performative potential.",FACULTY OF ARTS                                   ,THTR,210,D13,DIS,3,,,1,F,1:00 PM,2:00 PM,UBC,SWNG,105,"BLAIR, KELSEY",7,33,7,0
151052,2018W,DRAMA IDEAS I,"The Anatomy of Drama: Its history, aesthetic principles, performative potential.",FACULTY OF ARTS                                   ,THTR,210,WL1,W-L,3,,,1,MWF,1:00 PM,2:00 PM,UBC,,,,15,0,15,0
151058,2018W,PERF STUDY I,Study of the actor's process.,FACULTY OF ARTS                                   ,THTR,230,1,L-L,3,,,1,MW,4:00 PM,6:00 PM,UBC,TFPB,104,"MORRISON, ALLEN",16,28,16,0
151059,2018W,PERF STUDY I,Study of the actor's process.,FACULTY OF ARTS                                   ,THTR,230,2,L-L,3,,,1,TR,,,UBC,,,,0,0,0,0
