,SESSION_YEAR,COURSE_TITLE,COURSE_DESCRIPTION,FACULTY,SUBJECT_CODE,COURSE_NUMBER,SECTION_NUMBER,SECTION_TYPE,CREDITS,PRE_REQUISITE_DESCRIPTIONS,CO_PRE_REQUISITE_DESCRIPTIONS,TERM,DAYSMET,START_TIME,END_TIME,CAMPUS,BUILDING,ROOM_NUMBER,INSTRUCTORS,TOTAL_SEATS_REMAINING,CURRENTLY_REGISTERED,GENERAL_SEATS_REMAINING,RESTRICTED_SEATS_REMAINING
124396,2018W,PRNCPLS FLD WORK,"An examination of field work as the basic setting for ethnographic research. Research design; relationships with study participants, field techniques, and data analysis and presentation.",FACULTY OF ARTS                                   ,ANTH,407,1,SEM,3,,,1,TR,3:30 PM,5:00 PM,UBC,BUCH,B309,"MAGLIOCCO, SABINA",7,33,7,0
124404,2018W,ANTH PLACE&SPACE,"An anthropological understanding of the spatial dimensions of social practice, and the relationships of space to culture, history, and power.",FACULTY OF ARTS                                   ,ANTH,421A,1,LEC,3,,,1,M,1:00 PM,4:00 PM,UBC,ANSO,134,"GORDILLO, GASTON",11,34,11,0
124405,2018W,MED TECH CUL SOC,"A medical anthropological perspective on medical science, technology, translational research, and clinical practice, in laboratory, clinic, family, social, and cultural contexts. Topics include explanatory models of health, acute and chronic illness, disability; social and cultural dimensions genetics; clinical interaction.",FACULTY OF ARTS                                   ,ANTH,428,1,SEM,3,,,1,TR,3:30 PM,5:00 PM,UBC,BUCH,B210,"MCKELLIN, WILLIAM",18,30,10,8
124418,2018W,ADV STUDIES     ,An intensive examination of selected topics in Anthropology. Consult the Department for this year's offerings.,FACULTY OF ARTS                                   ,ANTH,495B,1,LEC,3,,,1,T,5:00 PM,8:00 PM,UBC,BUCH,D313,"WYLIE, MARGARET",8,7,8,0
124421,2018W,ETHN CRMPLR NRTH, ,FACULTY OF ARTS                                   ,ANTH,502O,1,SEM,3,,,1,TR,9:30 AM,11:00 AM,UBC,ANSO,205,"MOORE, PATRICK",7,3,7,0
124425,2018W,SEM MEDICAL ANTH, ,FACULTY OF ARTS                                   ,ANTH,519,1,SEM,3,,,1,TR,3:30 PM,5:00 PM,UBC,BUCH,B210,"MCKELLIN, WILLIAM",2,4,2,0
124427,2018W,SACRED GEOGRPHY, ,FACULTY OF ARTS                                   ,ANTH,540A,3,SEM,3,,,1,W,1:00 PM,4:00 PM,UBC,ANSO,141,"DAVIS, WADE",4,16,4,0
124428,2018W,ADVANCED SEMINAR, ,FACULTY OF ARTS                                   ,ANTH,540C,2,SEM,3,,,1,R,1:00 PM,4:00 PM,UBC,ANSO,141,"BLACKBURN, CAROLE",13,7,13,0
124430,2018W,GRAD RSRCH SEM  , ,FACULTY OF ARTS                                   ,ANTH,545A,1,DST,3,,,1,MWF,,,UBC,,,,11,9,6,5
124433,2018W,GRAD RSRCH SEM  , ,FACULTY OF ARTS                                   ,ANTH,545B,1,DST,3,,,1,,,,UBC,,,,19,1,19,0
124436,2018W,MASTERS THESIS, ,FACULTY OF ARTS                                   ,ANTH,549A,1,THS,6,,,1,MWF,,,UBC,,,,33,2,33,0
124439,2018W,DOC DISSERTATION, ,FACULTY OF ARTS                                   ,ANTH,649,1,THS,0,,,1,MWF,,,UBC,,,,26,4,26,0
124469,2018W,INTRO HORTICULTR,"The cultivation of key temperate fruits, vegetables, greenhouse, ornamental and nursery crops in BC, integrated with scientific and practical aspects of their sustainable production and marketing.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,222,1,LEC,3,,,1,MWF,10:00 AM,11:00 AM,UBC,MCML,258,"MCARTHUR, DAVID",28,5,27,1
124470,2018W,INTRO HORTICULTR,"The cultivation of key temperate fruits, vegetables, greenhouse, ornamental and nursery crops in BC, integrated with scientific and practical aspects of their sustainable production and marketing.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,222,L01,LAB,3,,,1,W,12:00 PM,3:00 PM,UBC,FNH,50,"MCARTHUR, DAVID",28,5,27,1
124472,2018W,INTRO BIOMETEORO,"Basic principles and processes of climatology. Energy and water balance concepts. Weather systems and climate change, microclimate of soils, crops, forests, and animals.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,244,1,LEC,3,,,1,MWF,12:00 PM,1:00 PM,UBC,MCML,160,"BLACK, THOMAS ANDREW; JONES, HUGHIE",22,38,22,0
124473,2018W,INTRO BIOMETEORO,"Basic principles and processes of climatology. Energy and water balance concepts. Weather systems and climate change, microclimate of soils, crops, forests, and animals.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,244,L01,LAB,3,,,1,R,10:00 AM,12:00 PM,UBC,MCML,102A,"BLACK, THOMAS ANDREW; JONES, HUGHIE",1,11,1,0
124474,2018W,INTRO BIOMETEORO,"Basic principles and processes of climatology. Energy and water balance concepts. Weather systems and climate change, microclimate of soils, crops, forests, and animals.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,244,L02,LAB,3,,,1,R,2:00 PM,4:00 PM,UBC,MCML,102A,"BLACK, THOMAS ANDREW; JONES, HUGHIE",4,8,4,0
124475,2018W,INTRO BIOMETEORO,"Basic principles and processes of climatology. Energy and water balance concepts. Weather systems and climate change, microclimate of soils, crops, forests, and animals.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,244,L03,LAB,3,,,1,R,4:00 PM,6:00 PM,UBC,MCML,102A,"BLACK, THOMAS ANDREW; JONES, HUGHIE",10,2,10,0
124476,2018W,INTRO BIOMETEORO,"Basic principles and processes of climatology. Energy and water balance concepts. Weather systems and climate change, microclimate of soils, crops, forests, and animals.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,244,L04,LAB,3,,,1,F,8:00 AM,10:00 AM,UBC,MCML,102A,"BLACK, THOMAS ANDREW; JONES, HUGHIE",5,7,5,0
124477,2018W,INTRO BIOMETEORO,"Basic principles and processes of climatology. Energy and water balance concepts. Weather systems and climate change, microclimate of soils, crops, forests, and animals.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,244,L05,LAB,3,,,1,F,10:00 AM,12:00 PM,UBC,MCML,102A,"BLACK, THOMAS ANDREW; JONES, HUGHIE",2,10,2,0
124478,2018W,AGROECOLOGY I,Biophysical and socioeconomic factors affecting systems management and production in selected agroecosystems. Credit will be granted for only one of APBI 260 or APBI 265.,FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,260,1,LEC,6,,,1,MW,11:00 AM,12:00 PM,UBC,MCML,158,"SMUKLER, SEAN",9,39,-3,12
124479,2018W,AGROECOLOGY I,Biophysical and socioeconomic factors affecting systems management and production in selected agroecosystems. Credit will be granted for only one of APBI 260 or APBI 265.,FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,260,0W1,W-L,6,,,1,,,,UBC,,,,10,0,10,0
124480,2018W,AGROECOLOGY I,Biophysical and socioeconomic factors affecting systems management and production in selected agroecosystems. Credit will be granted for only one of APBI 260 or APBI 265.,FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,260,L01,LAB,6,,,1,W,1:00 PM,4:00 PM,UBC,,,"SMUKLER, SEAN",12,39,-3,15
124481,2018W,AGROECOLOGY I,Biophysical and socioeconomic factors affecting systems management and production in selected agroecosystems. Credit will be granted for only one of APBI 260 or APBI 265.,FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,260,T01,DIS,6,,,1,M,1:00 PM,4:00 PM,UBC,MCML,360B,"SMUKLER, SEAN",12,39,-3,15
124483,2018W,TOPICS APP BIOL,Analysis and interpretation of current issues in applied biology. Topics will vary from year to year.,FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,290,1,LEC,3,,,1,TR,11:00 AM,12:30 PM,UBC,MCML,158,"AKHTAR, YASMIN",27,23,27,0
124486,2018W,"CV, RSP & OS PHY","Cardiovascular, respiratory and osmoregulatory physiology of vertebrates.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,311,L01,LAB,3,"BIOL 204 and one of BIOL 260, BIOL 361.",,1,F,,,UBC,,,,44,0,44,0
124487,2018W,REPRO & DIG PHYS,"Reproductive and digestive physiology, and current technologies applied to these systems in domestic and wild animals.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,312,1,LEC,3,"One of BIOL 204, BIOL 260.",,1,TR,12:30 PM,2:00 PM,UBC,MCML,160,"CERRI, RONALDO",8,44,7,1
124488,2018W,REPRO & DIG PHYS,"Reproductive and digestive physiology, and current technologies applied to these systems in domestic and wild animals.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,312,0W1,W-L,3,"One of BIOL 204, BIOL 260.",,1,,,,UBC,,,,5,0,5,0
124489,2018W,REPRO & DIG PHYS,"Reproductive and digestive physiology, and current technologies applied to these systems in domestic and wild animals.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,312,L01,LAB,3,"One of BIOL 204, BIOL 260.",,1,F,,,UBC,,,"CERRI, RONALDO",30,0,30,0
124490,2018W,ANIMALS&SOCIETY,"Contemporary use of animals for food production, companionship, recreation and science; social and ethical issues concerning human impacts on animals; animals in human culture; protection of animals by society and the law.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,314,1,LEC,3,,,1,TR,2:00 PM,3:30 PM,UBC,MCML,166,"FRASER, DAVID; VON KEYSERLINGK, MARINA",42,158,-37,79
124492,2018W,ANIMALS&SOCIETY,"Contemporary use of animals for food production, companionship, recreation and science; social and ethical issues concerning human impacts on animals; animals in human culture; protection of animals by society and the law.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,314,0W1,W-L,3,,,1,,,,UBC,,,"FRASER, DAVID; VON KEYSERLINGK, MARINA",14,0,10,4
124496,2018W,APPL PLANT BREED,"Small-scale classical (i.e., non-biotechnological) plant breeding. Hands-on, application-oriented approach to techniques and procedures for managing seed inventories, designing and implementing a simple plant breeding program, and evaluating the impact of selection on breeding populations and desired outcomes.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,318,1,LEC,3,,,1,TR,9:30 AM,11:00 AM,UBC,MCML,342,"RISEMAN, ANDREW",3,17,3,0
124497,2018W,APPL PLANT BREED,"Small-scale classical (i.e., non-biotechnological) plant breeding. Hands-on, application-oriented approach to techniques and procedures for managing seed inventories, designing and implementing a simple plant breeding program, and evaluating the impact of selection on breeding populations and desired outcomes.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,318,0W1,W-L,3,,,1,,,,UBC,,,"RISEMAN, ANDREW",5,0,5,0
124498,2018W,APPL PLANT BREED,"Small-scale classical (i.e., non-biotechnological) plant breeding. Hands-on, application-oriented approach to techniques and procedures for managing seed inventories, designing and implementing a simple plant breeding program, and evaluating the impact of selection on breeding populations and desired outcomes.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,318,L01,LAB,3,,,1,TR,,,UBC,,,"RISEMAN, ANDREW",20,0,20,0
124502,2018W,INTR SD PLNT TAX,Introduction to seed plant taxonomy emphasizing descriptive morphology and identification. Each student will be required to submit a plant collection.,FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,324,1,LEC,3,BIOL 121.,,1,R,10:00 AM,11:00 AM,UBC,SWNG,205,"CRONK, QUENTIN CHARLES",1,9,1,0
124503,2018W,INTR SD PLNT TAX,Introduction to seed plant taxonomy emphasizing descriptive morphology and identification. Each student will be required to submit a plant collection.,FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,324,1,LEC,3,BIOL 121.,,1,TR,10:00 AM,11:00 AM,UBC,SWNG,205,"CRONK, QUENTIN CHARLES",1,9,1,0
124504,2018W,INTR SD PLNT TAX,Introduction to seed plant taxonomy emphasizing descriptive morphology and identification. Each student will be required to submit a plant collection.,FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,324,L01,LAB,3,BIOL 121.,,1,R,2:00 PM,5:00 PM,UBC,COPP,3516,"ILES, WILLIAM",0,5,0,0
124505,2018W,INTR SD PLNT TAX,Introduction to seed plant taxonomy emphasizing descriptive morphology and identification. Each student will be required to submit a plant collection.,FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,324,L02,LAB,3,BIOL 121.,,1,W,2:00 PM,5:00 PM,UBC,COPP,3516,"ILES, WILLIAM",2,3,2,0
124506,2018W,INTR ENTOMOLOGY,"A survey of the structure, classification and biology of insects; ecology and life-histories of insects; insect-plant relations.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,327,1,LEC,3,BIOL 121.,,1,TR,8:00 AM,9:00 AM,UBC,MCML,166,"AKHTAR, YASMIN",35,25,35,0
124507,2018W,INTR ENTOMOLOGY,"A survey of the structure, classification and biology of insects; ecology and life-histories of insects; insect-plant relations.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,327,L01,LAB,3,BIOL 121.,,1,R,9:00 AM,11:00 AM,UBC,MCML,240,"AKHTAR, YASMIN",1,14,1,0
124508,2018W,INTR ENTOMOLOGY,"A survey of the structure, classification and biology of insects; ecology and life-histories of insects; insect-plant relations.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,327,L02,LAB,3,BIOL 121.,,1,R,9:00 AM,11:00 AM,UBC,MCML,240,"AKHTAR, YASMIN",12,3,12,0
124509,2018W,INTR ENTOMOLOGY,"A survey of the structure, classification and biology of insects; ecology and life-histories of insects; insect-plant relations.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,327,L03,LAB,3,BIOL 121.,,1,R,1:30 PM,3:30 PM,UBC,MCML,240,"AKHTAR, YASMIN",7,8,7,0
124510,2018W,INTR ENTOMOLOGY,"A survey of the structure, classification and biology of insects; ecology and life-histories of insects; insect-plant relations.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,327,L04,LAB,3,BIOL 121.,,1,R,1:30 PM,3:30 PM,UBC,MCML,240,"AKHTAR, YASMIN",15,0,15,0
124511,2018W,WEED SCIENCE,"Importance, identification, dissemination and biology of weeds; preventive, cultural, biological and chemical methods of control.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,328,1,LEC,4,,,1,MWF,9:00 AM,10:00 AM,UBC,FSC,1001,"UPADHYAYA, MAHESH",0,20,0,0
124512,2018W,WEED SCIENCE,"Importance, identification, dissemination and biology of weeds; preventive, cultural, biological and chemical methods of control.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,328,L01,LAB,4,,,1,M,12:00 PM,1:30 PM,UBC,MCML,258,,1,8,1,0
124513,2018W,WEED SCIENCE,"Importance, identification, dissemination and biology of weeds; preventive, cultural, biological and chemical methods of control.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,328,L02,LAB,4,,,1,M,1:30 PM,3:00 PM,UBC,MCML,258,,0,9,0,0
124514,2018W,WEED SCIENCE,"Importance, identification, dissemination and biology of weeds; preventive, cultural, biological and chemical methods of control.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,328,L03,LAB,4,,,1,M,3:30 PM,5:00 PM,UBC,MCML,258,,6,3,6,0
124517,2018W,PLNT PHYS,"Mechanisms and regulation of functional processes contributing to the assimilation, transport and utilization of water, mineral nutrients and carbon by plants.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,351,1,LEC,4,"BIOL 121 and either(a) CHEM 123 or (b) all of CHEM 111, CHEM 113.",,1,MWF,10:00 AM,11:00 AM,UBC,ESB,2012,"MANSFIELD, SHAWN; SINGH, SANTOKH",1,14,1,0
124518,2018W,PLNT PHYS,"Mechanisms and regulation of functional processes contributing to the assimilation, transport and utilization of water, mineral nutrients and carbon by plants.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,351,0W1,W-L,4,"BIOL 121 and either(a) CHEM 123 or (b) all of CHEM 111, CHEM 113.",,1,,,,UBC,,,"MANSFIELD, SHAWN",5,0,5,0
124519,2018W,PLNT PHYS,"Mechanisms and regulation of functional processes contributing to the assimilation, transport and utilization of water, mineral nutrients and carbon by plants.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,351,L01,LAB,4,"BIOL 121 and either(a) CHEM 123 or (b) all of CHEM 111, CHEM 113.",,1,M,2:00 PM,5:00 PM,UBC,WESB,315,"SINGH, SANTOKH",1,2,1,0
124520,2018W,PLNT PHYS,"Mechanisms and regulation of functional processes contributing to the assimilation, transport and utilization of water, mineral nutrients and carbon by plants.",FACULTY OF LAND AND FOOD SYSTEMS                  ,APBI,351,L02,LAB,4,"BIOL 121 and either(a) CHEM 123 or (b) all of CHEM 111, CHEM 113.",,1,T,2:00 PM,5:00 PM,UBC,WESB,315,"SINGH, SANTOKH",0,4,0,0
